T Z1 Z2
62.946749105486035 0.0009332342691180718 99.9990667375442
63.60357340575459 0.0009119905746784386 99.9990879822755
64.26725140645333 0.0008913065932407353 99.99910866725351
64.93785462322133 0.000871167535048352 99.99912880726953
65.6154553179349 0.000851558854519674 99.9991484168707
66.30012650649432 0.0008324662438264326 99.99916751036628
66.99194196669177 0.0008138756300672853 99.99918610183062
67.69097624616131 0.0007957731722230499 99.99920420510608
68.39730467041198 0.0007781452579036589 99.9992218338064
69.11100335094451 0.0007609784998979459 99.99923900132002
69.83214919345293 0.0007442597325373621 99.99925572081386
70.56081990611158 0.0007279760078860412 99.99927200523702
71.29709400794867 0.0007121145917695388 99.99928786732482
72.04105083730732 0.0006966629596559863 99.99930331960287
72.79277056039469 0.0006816087924038279 99.9993183743914
73.55233417992041 0.0006669399718914383 99.99933304380949
74.31982354382522 0.0006526445765447724 99.99934733977973
75.09532135410063 0.0006387108767807152 99.99936127403264
75.87891117570034 0.0006251273303845337 99.99937485811132
76.67067744554532 0.0006118825778417845 99.99938810337618
77.4707054816222 0.0005989654376460999 99.99940102100953
78.27908149217686 0.0005863649016064229 99.9994136220204
79.09589258500394 0.0005740701301787331 99.99942591724911
79.9212267768333 0.0005620706841389453 99.99943791713558
80.75517300281437 0.000550358848561127 99.99944962939541
81.59782112609953 0.000538928579443651 99.99946106007319
82.44926194752739 0.0005277739167654853 99.99947221512949
83.30958721540725 0.0005168889617027035 99.99948310046366
84.1788896354055 0.0005062678772600518 99.99949372191327
85.05726288053533 0.0004959048887827174 99.99950408525345
85.94480160125056 0.0004857942843489232 99.9995141961966
86.84160143564489 0.0004759304150437781 99.99952406039213
87.74775901975747 0.00046630769511517777 99.99953368342628
88.66337199798612 0.0004569206020125428 99.999543070822
89.58853903360912 0.0004477636763092838 99.99955222803918
90.52335981941694 0.00043883152150998964 99.99956116047474
91.46793508845438 0.0004301188037435861 99.99956987346293
92.42236662487582 0.00042162025134361556 99.99957837227583
93.3867572749127 0.0004133306543171662 99.9995866621238
94.36121095795599 0.0004052448637039639 99.99959474815617
95.34583267775425 0.00039735779082743754 99.99960263546197
96.34072853372832 0.00038966440643960074 99.99961032907078
97.34600573240441 0.00038215973976200645 99.9996178339537
98.3617725989661 0.0003748388774251055 99.99962515502445
99.38813858892729 0.0003676969623086435 99.99963229714044
100.42521429992658 0.00036072918941724725 99.99963926510695
101.473111483645 0.00035393074360482997 99.99964606373943
102.53194305784791 0.0003472968002300503 99.99965269786276
103.6018231185527 0.0003408225842776407 99.99965917225227
104.68286695232328 0.00033450337124115055 99.99966549163263
105.77519104869306 0.00032833448526967536 99.99967166067998
106.87891311271741 0.0003223112972529998 99.99967768402368
107.99415207765716 0.00031642922285292596 99.99968356624827
109.12102811779441 0.0003106837204892834 99.99968931189554
110.25966266138224 0.0003050702892901505 99.99969492546657
111.41017840372892 0.0002995844670169496 99.99970041142383
112.57269932041986 0.0002942218279761221 99.99970577419319
113.74735068067625 0.0002889779809305579 99.99971101816607
114.93425906085382 0.0002838485670252147 99.99971614770153
116.13355235808227 0.0002788292577431313 99.99972116712823
117.34535980404695 0.0002739157529095203 99.99972608074653
118.5698119789145 0.00026910377876370795 99.99973089283036
119.80704082540367 0.0002643890861205188 99.99973560762905
121.05717966300305 0.0002597674486450036 99.99974022936911
122.32036320233703 0.00025523466126663587 99.99974476225573
123.59672755968187 0.00025078653876176265 99.99974921047429
124.88641027163301 0.0002464189145354757 99.99975357819152
126.1895503099256 0.0002421276604904393 99.99975786953567
127.50628809640958 0.0002379099534752759 99.99976208732996
128.83676551818107 0.00023376499230714067 99.99976623237569
130.18112594287166 0.00022969214212125504 99.99977030530778
131.5395142340971 0.00022569075771372875 99.99977430677151
132.91207676706762 0.00022176018404754838 99.99977823742202
134.29896144436003 0.00021789975675857564 99.99978209792371
135.70031771185626 0.0002141088026610714 99.99978588894984
137.1162965748464 0.0002103866402520347 99.999789611182
138.54705061430064 0.00020673258021386922 99.99979326530956
139.9927340033111 0.00020314592591472462 99.99979685202922
141.45350252370469 0.0001996259739059591 99.99980037204452
142.92951358282974 0.00019617201441612386 99.99980382606525
144.42092623051778 0.0001927833318408974 99.99980721480709
145.92790117622198 0.00018945920522839483 99.99981053899107
147.45060080633485 0.00018619890875928584 99.99981379934306
148.98918920168626 0.0001830017122211371 99.99981699659331
150.54383215522438 0.0001798668814764618 99.99982013147604
152.11469718988087 0.00017679367892383302 99.9998232047289
153.7019535766225 0.00017378136395162564 99.99982621709253
155.30577235269138 0.00017082919338370009 99.99982916931019
156.92632634003513 0.00016793642191663963 99.99983206212721
158.5637901639298 0.00016510230228708561 99.99983489629093
160.21834027179688 0.00016232597310557794 99.99983767266278
161.89015495221602 0.00015960628438502846 99.99984039239274
163.57941435413784 0.00015694204211150282 99.99984305667495
165.2863005062955 0.00015433205383140472 99.99984566670184
167.01099733681957 0.00015177512858080552 99.99984822366447
168.75369069305754 0.0001492700767889088 99.99985072875243
170.51456836160014 0.00014681571015606312 99.99985318315407
172.2938200885164 0.00014441084150696639 99.9998555880566
174.0916375998003 0.00014205428461972015 99.99985794464627
175.9082146220302 0.00013974485403164116 99.9998602541086
177.7437469032443 0.00013748136482290169 99.99986251762851
179.59843223403382 0.00013526263237914548 99.99986473639069
181.47247046885613 0.00013308747213461514 99.99986691157973
183.3660635475704 0.00013095469929738223 99.99986904438043
185.27941551719795 0.0001288631285586255 99.99987113597817
187.21273255390958 0.00012681157378814347 99.99987318755909
189.16622298524257 0.00012479884771858074 99.9998752003105
191.14009731254916 0.0001228237616211924 99.99987717542112
193.13456823367946 0.00012088512497632792 99.99987911408157
195.1498506659014 0.00011898174514219509 99.99988101748446
197.18616176905846 0.00011711242702593475 99.99988288682493
199.2437209689714 0.00011527597276141177 99.99988472330085
201.3227499810819 0.00011347129884881555 99.99988652799581
203.42347283434424 0.00011169782556776182 99.99988830148949
205.5461158953657 0.00010995510624106796 99.99989004422861
207.69090789279903 0.00010824269034262361 99.99989175666367
209.85807994198973 0.00010656012358952003 99.99989343924905
212.04786556987986 0.00010490694802785338 99.99989509244264
214.26050074017235 0.00010328270210986647 99.99989671670606
216.49622387875758 0.00010168692076225506 99.99989831250438
218.75527589940523 0.00010011913544542397 99.99989988030616
221.0379002297244 9.857887420358127e-05 99.99990142058338
223.3443428373946 9.706566170554702e-05 99.99990293381137
225.6748522566702 9.557901927617883e-05 99.99990442046881
228.02967961516165 9.411846491837922e-05 99.99990588103775
230.40907866089628 9.268351332568017e-05 99.99990731600346
232.81330578966114 9.127367588543612e-05 99.99990872585461
235.24262007263164 8.988846067270589e-05 99.99991011108311
237.69728328428718 8.852737243498414e-05 99.99991147218424
240.17755993062045 8.718991256796918e-05 99.99991280965662
242.68371727763886 8.587557908263178e-05 99.99991412400226
245.21602538016427 8.458386656394667e-05 99.99991541572656
247.77475711093328 8.331426612167229e-05 99.99991668533845
250.36018819000094 8.206626533372732e-05 99.99991793335032
252.97259721445155 8.083936679767366e-05 99.99991916025962
255.61226568841917 7.963320744672997e-05 99.99992036642944
258.27947805342154 7.84474828644979e-05 99.99992155216417
260.9745217190106 7.72818857657766e-05 99.99992271777111
263.69768709374273 7.613610573797304e-05 99.99992386356071
266.44926761647207 7.500982927062077e-05 99.99992498984646
269.22955978797046 7.390273977845704e-05 99.99992609694498
272.03886320287756 7.281451761791434e-05 99.99992718517588
274.877480581984 7.17448400969583e-05 99.99992825486189
277.74571780485127 7.069338147818683e-05 99.99992930632877
280.64388394277273 6.965981297518857e-05 99.99993033990525
283.572291292078 6.86438027421148e-05 99.99993135592325
286.5312554077838 6.76450158565279e-05 99.99993235471769
289.52109513759893 6.666311429557478e-05 99.99993333662655
292.54213265628096 6.5697756905608e-05 99.99993430199105
295.594693500353 6.474859936540328e-05 99.9999352511555
298.6791066031822 6.381529414318724e-05 99.99993618446742
301.7957043304249 6.289749044774491e-05 99.99993710227763
304.9448225158406 6.199483417393433e-05 99.99993800494022
308.12680049748076 6.11069678430056e-05 99.9999388928127
311.3419811542545 6.0233530538220924e-05 99.99993976625596
314.59071094287583 5.9374157836296866e-05 99.99994062563445
317.8733399351971 5.852848953813862e-05 99.99994147130839
321.19022185593104 5.7696269123565695e-05 99.99994230353427
324.54171412076727 5.6877314999678445e-05 99.99994312249372
327.92817787488593 5.6071444626179115e-05 99.99994392836926
331.3499780318736 5.527847278336058e-05 99.99994472134613
334.80748331304494 5.449821158549027e-05 99.9999455016122
338.30106628717505 5.3730470490378715e-05 99.99994626935805
341.83110341064634 5.297505630503538e-05 99.99994702477684
345.39797506801295 5.2231773187334065e-05 99.99994776806443
349.00206561299154 5.150042264363952e-05 99.99994849941932
352.6437634098767 5.078080352233323e-05 99.99994921904269
356.3234608753901 5.007271200323336e-05 99.99994992713832
360.04155452096563 4.937594158289976e-05 99.99995062391274
363.79844499547664 4.8690283055836416e-05 99.99995130957512
367.59453712840804 4.8015524491656e-05 99.99995198433747
371.43023997347944 4.735145120827531e-05 99.99995264841442
375.30596685272343 4.6697845741251185e-05 99.99995330202346
379.2221354010237 4.605448780940535e-05 99.99995394538486
383.17916761111786 4.542115427693371e-05 99.99995457872176
387.17748987907 4.4797619112217254e-05 99.9999552022602
391.21753305021747 4.418365334362657e-05 99.99995581622916
395.2997324655977 4.357902501265099e-05 99.99995642086058
399.42452800885843 4.298350103718383e-05 99.99995701638757
403.59236415365865 4.239690329704284e-05 99.99995760298825
407.8036900115631 4.1819118168568606e-05 99.99995818077622
412.0589593804372 4.125003358791758e-05 99.99995874986358
416.3586307933471 4.068953533990449e-05 99.99995931036453
420.7031675679679 4.013750706224464e-05 99.99995986239543
425.0930378565117 3.959383024750062e-05 99.99996040607479
429.5287146961724 3.905838424267299e-05 99.9999609415233
434.0106760600989 3.8531046246381346e-05 99.9999614688637
438.53940490889994 3.801169130358836e-05 99.999961988221
443.11538924268615 3.750019229783932e-05 99.99996249972227
447.73912215365533 3.699641994099744e-05 99.99996300349686
452.41110187922624 3.6500242760468025e-05 99.99996349967621
457.1318318557271 3.6011527083921266e-05 99.99996398839399
461.90182077264404 3.5530137021547205e-05 99.9999644697861
466.7215826274357 3.50559344458844e-05 99.99996494399066
471.5916367809198 3.4588778969296796e-05 99.99996541114807
476.5125080132379 3.412852791919396e-05 99.999965871401
481.48472658040345 3.367503631110848e-05 99.99996632489444
486.5088282714407 3.3228156819790505e-05 99.99996677177573
491.58535446611927 3.278773974849653e-05 99.99996721219453
496.7148521932916 3.235363299669283e-05 99.99996764630298
501.89787418983855 3.192568239666698e-05 99.99996807425522
507.1349789602306 3.1503769350753094e-05 99.99996849616987
512.4267308367105 3.108784372205442e-05 99.99996891209707
517.7737000401032 3.0677861543521045e-05 99.99996932208077
523.1764627412617 3.027377743163324e-05 99.99996972616636
528.6356011231529 2.9875544599682585e-05 99.99997012440063
534.1517034435903 2.948311487035833e-05 99.99997051683177
539.725364098625 2.9096438687559224e-05 99.99997090350931
545.3571836865945 2.8715465127353105e-05 99.9999712844842
551.0477690728405 2.8340141908013674e-05 99.99997165980871
556.7977334551039 2.79704153990471e-05 99.99997202953648
562.6076964296 2.760623062914013e-05 99.99997239372249
568.478284057784 2.7247531292948436e-05 99.999972752423
574.410128933814 2.689425975664127e-05 99.99997310569569
580.4038702527162 2.6546357062136964e-05 99.99997345359951
586.4601538792629 2.6203762929938842e-05 99.99997379619475
592.5796324175685 2.5866415760503163e-05 99.99997413354299
598.7629652814121 2.553425263406243e-05 99.99997446570715
605.010818765293 2.520720930882616e-05 99.99997479275147
611.3238661162289 2.488522021749077e-05 99.99997511474157
617.7027876063025 2.4568218461988438e-05 99.99997543174429
624.1482706059653 2.4256135806403052e-05 99.99997574382787
630.6610096581057 2.3948902665832416e-05 99.99997605106192
637.2417065528924 2.3646444256184764e-05 99.99997635352122
643.8910704033929 2.3348672590725405e-05 99.99997665129374
650.6098177219898 2.305549585400758e-05 99.99997694447133
657.398672497587 2.2766820598506188e-05 99.99997723314739
664.2583662736246 2.248255171210723e-05 99.99997751741707
671.1896382269077 2.220259238342176e-05 99.99997779737717
678.1932352472576 2.1926844065021307e-05 99.99997807312624
685.2699120179936 2.1655206434689945e-05 99.9999783447646
692.4204310972559 2.138757735483625e-05 99.9999786123944
699.6455630001751 2.1123852830228262e-05 99.99997887611963
706.9460862819016 2.086392696423937e-05 99.99997913604616
714.3227876214983 2.0607691913848114e-05 99.99997939228187
721.7764619067121 2.0355037843651336e-05 99.99997964493659
729.3079123196275 2.0105852879211253e-05 99.99997989412218
736.9179504232142 1.986002306009315e-05 99.9999801399526
744.6073962487791 1.9617432293006102e-05 99.99998038254397
752.3770783843298 1.9377962305515232e-05 99.99998062201453
760.2278340638605 1.914149260085307e-05 99.99998085848479
768.1605092575696 1.890790041442709e-05 99.99998109207753
776.1759587630162 1.8677060672686514e-05 99.99998132291782
784.2750462972342 1.844884595509799e-05 99.99998155113306
792.4586445898008 1.8223126460051345e-05 99.99998177685306
800.727635476879 1.7999788169079415e-05 99.99998200019186
809.0829099962417 1.7778809197343255e-05 99.99998222117132
817.5253684832871 1.756019715940747e-05 99.99998243978384
826.0559206680548 1.7343959097808483e-05 99.99998265602237
834.6754857732558 1.7130101470963183e-05 99.99998286988044
843.3849926133247 1.6918630156071072e-05 99.99998308135221
852.1853796945054 1.6709550452449242e-05 99.99998329043234
861.0775953159814 1.6502867085293335e-05 99.99998349711612
870.0625976720611 1.6298584209866253e-05 99.99998370139942
879.1413549554294 1.6096705416105086e-05 99.99998390327862
888.3148454614771 1.589723373364747e-05 99.99998410275069
897.5840576937186 1.5700171637266346e-05 99.99998429981316
906.949990470309 1.550552105271346e-05 99.99998449446412
916.4136530316741 1.5313283362960616e-05 99.99998468670218
925.9760651492631 1.512345941483556e-05 99.99998487652648
935.6382572354321 1.4936049526042007e-05 99.99998506393672
945.4012704544832 1.4751053492558727e-05 99.99998524893309
955.2661568348531 1.4568470596408142e-05 99.99998543151631
965.2339793824768 1.4388299613784585e-05 99.9999856116876
975.305812195334 1.4210538823534503e-05 99.99998578944871
985.4827405791896 1.4035186015976763e-05 99.99998596480182
995.7658611645423 1.3862238502052494e-05 99.99998613774963
1006.1562820247947 1.3691691313646593e-05 99.99998630829711
1016.6551227956543 1.3523522532872917e-05 99.99998647646618
1027.2635147957822 1.3357700750437528e-05 99.99998664228822
1037.9826011486998 1.3194193663580189e-05 99.99998680579557
1048.8135369059685 1.3032968149992499e-05 99.99998696702136
1059.7574891716529 1.2873990259805784e-05 99.9999871259995
1070.8156372280846 1.2717225206781026e-05 99.99998728276479
1081.9891726629378 1.2562637358691563e-05 99.99998743735289
1093.27929949763 1.2410190226896785e-05 99.99998758980026
1104.6872343170635 1.2259846455109166e-05 99.99998774014426
1116.2142064007207 1.2111567807365709e-05 99.99998788842314
1127.8614578551274 1.1965315155216187e-05 99.99998803467601
1139.6302437476938 1.1821048464154513e-05 99.99998817894291
1151.5218322419632 1.1678726779321994e-05 99.9999883212648
1163.5375047342598 1.1538308210523833e-05 99.99998846168356
1175.6785559917694 1.1399749916611962e-05 99.99998860024206
1187.9462942920582 1.1263008089290292e-05 99.99998873698408
1200.3420415640487 1.1128037936424375e-05 99.99998887195441
1212.8671335304664 1.0994793664938495e-05 99.99998900519887
1225.522919851772 1.0863228463404893e-05 99.99998913676426
1238.310764271597 1.0733294484444532e-05 99.99998926669839
1251.232044763695 1.0604942827079235e-05 99.99998939505022
1264.2881536804282 1.0478124795849197e-05 99.99998952186844
1277.480497902802 1.0352813166339394e-05 99.99998964718021
1290.8104989920655 1.0228999276903663e-05 99.99998977099426
1304.2795933428947 1.0106674599235222e-05 99.9999898933191
